venta_id,fecha,tienda_id,empleado_id,cliente_id,metodo_pago,total
50322,2025-11-09,4,144,2485,Efectivo,403.09
50323,2025-01-19,10,14,2525,Otros,814.96
50324,2023-11-15,1,160,2187,Bizum,1513.41
50325,2023-11-27,20,30,1302,Tarjeta,1538.72
50326,2023-09-07,10,125,1203,Tarjeta,1264.78
50327,2025-04-24,18,7,0,Bizum,844.51
50328,2024-07-31,16,51,6,Efectivo,1184.76
50329,2025-10-25,9,183,1969,Efectivo,596.49
50330,2024-08-05,7,130,1106,Otros,1619.02
50331,2023-05-07,4,168,2057,Bizum,1011.4
50332,2025-04-01,3,186,977,Otros,1857.7
50333,2023-08-24,19,167,1244,Efectivo,45.67
50334,2023-10-02,10,177,315,Efectivo,762.0
50335,2025-02-24,1,191,704,Tarjeta,250.11
50336,2023-06-26,14,105,0,Otros,2074.06
50337,2024-11-06,4,130,2969,Efectivo,1755.24
50338,2025-04-20,4,88,2348,Bizum,1924.95
50339,2023-09-21,19,140,0,Efectivo,1779.82
50340,2023-09-28,7,117,0,Bizum,681.52
50341,2025-04-11,12,126,0,Efectivo,411.51
50342,2024-12-25,6,129,1408,Efectivo,339.6
50343,2025-09-28,9,64,49,Tarjeta,1676.55
50344,2025-01-23,16,83,2282,Bizum,656.85
50345,2023-02-04,11,53,2192,Otros,998.99
50346,2024-01-03,9,35,1426,Otros,308.56
50347,2023-01-01,6,75,1782,Bizum,814.25
50348,2023-07-03,16,83,1163,Tarjeta,2119.48
50349,2024-10-26,17,178,0,Tarjeta,214.07
50350,2024-11-03,18,138,0,Efectivo,1826.65
50351,2023-10-02,2,54,0,Efectivo,743.16
50352,2024-05-20,6,33,0,Efectivo,752.12
50353,2023-06-23,14,22,1402,Otros,2572.53
50354,2025-11-22,18,129,0,Bizum,2133.46
50355,2023-04-19,9,33,0,Otros,1002.46
50356,2024-11-20,12,199,628,Efectivo,1228.8
50357,2024-03-18,8,3,0,Bizum,1302.61
50358,2023-12-15,15,171,0,Otros,1016.6
50359,2025-04-03,4,128,0,Otros,1496.81
50360,2023-07-16,2,88,2151,Otros,81.02
50361,2025-08-19,6,30,146,Efectivo,429.04
50362,2024-10-04,19,25,0,Otros,1691.26
50363,2024-11-02,17,1,0,Otros,1345.32
50364,2023-02-16,14,88,2457,Bizum,1546.76
50365,2024-01-22,7,6,2402,Bizum,1123.09
50366,2024-05-01,17,79,796,Tarjeta,2314.75
50367,2025-04-04,12,28,137,Efectivo,985.64
50368,2023-05-06,9,127,2419,Efectivo,448.07
50369,2023-11-28,10,4,2568,Efectivo,2321.7
50370,2024-04-27,1,182,34,Bizum,116.03
50371,2025-03-21,3,177,0,Efectivo,919.09
50372,2025-05-02,2,100,10,Bizum,894.61
50373,2025-09-27,11,25,2921,Efectivo,215.1
50374,2025-01-26,5,32,1999,Efectivo,832.82
50375,2023-09-16,17,129,0,Otros,803.57
50376,2023-04-30,14,196,2634,Tarjeta,1518.42
50377,2023-09-18,3,41,2351,Tarjeta,270.63
50378,2024-07-11,17,114,201,Otros,1689.04
50379,2024-06-28,13,73,1412,Bizum,1037.6
50380,2025-03-21,1,50,0,Otros,1395.83
50381,2023-01-06,6,115,1683,Efectivo,323.19
50382,2023-06-30,16,10,779,Otros,1242.17
50383,2025-12-22,15,112,2869,Otros,858.64
50384,2023-03-17,12,143,2363,Tarjeta,562.18
50385,2025-01-31,15,138,2816,Bizum,1369.98
50386,2024-07-28,16,64,1273,Otros,16.29
50387,2023-04-21,15,58,186,Tarjeta,942.56
50388,2023-06-07,14,182,2475,Efectivo,1568.3
50389,2023-12-02,20,128,178,Bizum,2028.12
50390,2025-08-06,3,59,1225,Tarjeta,1847.27
50391,2025-02-26,19,90,964,Efectivo,1671.87
50392,2025-03-22,7,194,1448,Efectivo,1704.59
50393,2025-04-04,1,132,2007,Efectivo,1396.51
50394,2024-05-24,5,37,0,Bizum,1426.77
50395,2023-11-15,16,1,822,Tarjeta,1652.81
50396,2024-05-13,9,156,771,Bizum,312.29
50397,2024-02-20,6,104,0,Bizum,2343.22
50398,2023-12-09,18,144,0,Tarjeta,173.65
50399,2025-07-09,16,126,2166,Otros,1803.63
50400,2023-05-28,11,15,2139,Tarjeta,1386.97
50401,2023-09-27,11,81,1978,Tarjeta,554.1
50402,2024-04-28,16,93,1705,Efectivo,995.84
50403,2024-05-27,14,60,2188,Otros,291.08
50404,2024-06-17,19,147,431,Otros,559.31
50405,2023-09-07,12,5,1246,Efectivo,696.34
50406,2025-01-15,7,177,0,Efectivo,972.78
50407,2023-10-09,15,12,799,Bizum,1800.89
50408,2023-02-16,8,28,2742,Otros,1639.32
50409,2023-04-10,15,161,1353,Efectivo,2066.96
50410,2024-08-26,7,53,1041,Otros,681.4
50411,2025-05-06,9,147,0,Efectivo,1366.07
50412,2025-11-17,9,146,2801,Bizum,251.56
50413,2024-02-06,7,65,2226,Bizum,1982.41
50414,2025-02-11,5,61,0,Tarjeta,2252.25
50415,2025-05-02,10,143,1287,Efectivo,251.95
50416,2024-02-29,2,171,2198,Tarjeta,892.68
50417,2025-07-22,13,133,524,Bizum,2024.57
50418,2025-05-15,5,172,2340,Efectivo,1088.51
50419,2023-01-16,14,64,1443,Tarjeta,1483.49
50420,2025-11-15,11,34,0,Otros,29.02
50421,2025-12-01,8,185,852,Tarjeta,436.96
50422,2025-10-13,6,10,1934,Tarjeta,1147.8
50423,2025-07-06,3,181,1608,Efectivo,1321.64
50424,2024-12-20,20,35,1105,Otros,312.93
50425,2023-06-03,18,128,1887,Efectivo,1176.96
50426,2025-01-21,2,71,1210,Bizum,1790.81
50427,2024-03-23,2,160,1017,Efectivo,1246.59
50428,2025-02-27,6,2,1498,Bizum,783.57
50429,2025-08-03,18,170,1583,Tarjeta,89.19
50430,2023-03-19,16,46,2429,Tarjeta,1251.05
50431,2023-07-22,9,187,1797,Efectivo,1370.98
50432,2023-06-07,6,91,2114,Tarjeta,118.58
50433,2024-07-20,7,52,1517,Otros,1159.12
50434,2024-04-12,17,124,2257,Efectivo,773.42
50435,2024-03-04,7,123,0,Efectivo,1189.68
50436,2024-01-26,8,181,482,Tarjeta,1050.75
50437,2023-07-18,20,37,0,Tarjeta,778.59
50438,2025-02-04,1,194,0,Tarjeta,525.32
50439,2023-05-10,15,15,364,Bizum,1496.47
50440,2023-08-27,3,32,0,Tarjeta,967.36
50441,2024-08-29,1,45,0,Otros,1134.07
50442,2025-05-14,19,72,483,Tarjeta,2022.85
50443,2024-10-04,10,161,0,Otros,867.77
50444,2025-05-16,5,70,2904,Efectivo,1452.08
50445,2023-09-15,6,23,2731,Otros,790.67
50446,2023-04-10,7,92,2518,Tarjeta,1805.16
50447,2023-10-05,17,165,1807,Efectivo,977.57
50448,2024-01-22,8,189,1498,Otros,1433.81
50449,2024-12-27,18,200,127,Efectivo,1337.74
50450,2023-03-20,11,12,185,Tarjeta,1139.56
50451,2024-10-19,12,175,942,Bizum,402.82
50452,2023-01-24,2,117,0,Tarjeta,405.81
50453,2023-01-23,3,131,0,Efectivo,407.12
50454,2024-08-19,7,191,2442,Efectivo,786.2
50455,2024-11-05,16,190,926,Otros,1940.82
50456,2023-03-24,15,118,498,Tarjeta,627.63
50457,2024-03-08,3,151,1079,Bizum,681.13
50458,2023-06-02,4,127,218,Tarjeta,1450.36
50459,2024-12-28,18,133,0,Tarjeta,97.28
50460,2024-09-17,13,177,0,Tarjeta,800.29
50461,2024-09-18,10,52,2657,Efectivo,1503.11
50462,2025-02-13,18,82,298,Bizum,472.19
50463,2023-01-16,20,178,2561,Otros,319.23
50464,2023-12-07,16,152,1716,Tarjeta,1944.0
50465,2025-09-07,12,126,129,Bizum,563.86
50466,2023-08-25,7,80,0,Otros,880.13
50467,2023-08-20,15,85,1001,Otros,95.54
50468,2023-12-22,6,199,0,Tarjeta,502.93
50469,2025-09-03,20,186,2209,Tarjeta,1520.64
50470,2023-02-05,2,110,0,Efectivo,1166.0
50471,2025-07-11,3,42,1638,Tarjeta,682.59
50472,2025-12-21,13,187,0,Bizum,1882.85
50473,2023-12-21,7,79,0,Tarjeta,1455.05
50474,2024-02-08,5,75,0,Otros,650.28
50475,2023-02-19,1,126,1473,Bizum,1369.18
50476,2024-07-24,3,108,1346,Bizum,897.13
50477,2025-08-08,6,43,0,Bizum,326.72
50478,2023-06-26,13,170,887,Efectivo,1303.91
50479,2025-11-05,11,74,120,Bizum,1944.67
50480,2025-08-19,7,42,2355,Otros,932.69
50481,2025-06-12,16,84,2665,Tarjeta,1789.71
50482,2024-09-14,9,183,1182,Tarjeta,740.63
50483,2025-11-15,4,59,2775,Otros,281.92
50484,2023-05-27,7,150,730,Bizum,1180.13
50485,2023-09-14,3,176,1076,Tarjeta,1030.67
50486,2025-05-17,12,88,0,Bizum,595.26
50487,2024-05-17,10,80,1512,Bizum,1059.71
50488,2025-01-31,17,199,0,Otros,2571.57
50489,2024-08-23,10,180,0,Tarjeta,135.51
50490,2024-02-28,3,122,2820,Tarjeta,768.75
50491,2025-02-15,19,50,703,Efectivo,2166.12
50492,2023-06-27,16,14,0,Bizum,453.07
50493,2023-09-02,10,188,246,Tarjeta,1910.18
50494,2025-09-17,15,165,593,Bizum,552.79
50495,2023-01-09,18,154,2418,Tarjeta,1309.58
50496,2025-06-20,10,27,1989,Tarjeta,1784.19
50497,2024-03-13,14,103,2969,Efectivo,2088.9
50498,2024-09-29,10,106,547,Bizum,84.82
50499,2024-12-11,8,86,2716,Bizum,1782.18
50500,2023-09-09,8,63,686,Otros,667.12
50501,2024-01-24,7,192,314,Otros,1248.8
50502,2023-01-27,16,67,1886,Bizum,739.47
50503,2025-06-11,1,148,0,Tarjeta,225.62
50504,2023-05-07,14,33,2289,Efectivo,1293.29
50505,2023-03-05,11,38,1766,Efectivo,1047.22
50506,2023-05-22,19,136,939,Efectivo,1451.29
50507,2025-12-12,2,34,0,Otros,536.49
50508,2023-04-04,6,186,2444,Efectivo,1783.27
50509,2024-09-24,20,31,2908,Bizum,52.0
50510,2025-07-27,19,121,2719,Tarjeta,1633.02
50511,2024-10-24,13,182,2564,Efectivo,1676.52
50512,2025-02-28,8,18,2549,Efectivo,1451.45
50513,2025-03-21,4,143,444,Otros,1188.17
50514,2025-05-12,5,106,2618,Bizum,393.27
50515,2023-11-30,4,32,1593,Bizum,1227.79
50516,2025-09-19,5,60,2769,Otros,810.16
50517,2025-05-28,7,102,1782,Efectivo,1542.19
50518,2024-12-21,13,91,403,Efectivo,1257.81
50519,2024-10-01,13,61,1186,Tarjeta,758.14
50520,2023-04-12,6,121,2655,Efectivo,876.04
50521,2023-03-10,13,200,2064,Efectivo,138.18
50522,2025-01-10,3,71,210,Bizum,1285.26
50523,2023-01-09,5,85,851,Otros,377.14
50524,2023-04-04,13,41,205,Efectivo,1014.02
50525,2025-01-15,12,18,0,Tarjeta,163.8
50526,2024-01-24,11,81,797,Efectivo,907.67
50527,2025-06-28,5,75,2640,Tarjeta,1148.92
50528,2025-10-21,12,183,2515,Efectivo,1048.14
50529,2023-03-31,13,138,2250,Efectivo,1855.57
50530,2025-05-09,18,96,0,Bizum,394.8
50531,2023-05-27,7,130,1246,Bizum,1066.7
50532,2024-05-07,6,121,2525,Efectivo,1206.59
50533,2024-04-03,14,148,1366,Bizum,1912.33
50534,2025-10-08,3,102,1890,Bizum,18.34
50535,2024-02-22,16,149,1092,Efectivo,400.92
50536,2025-06-17,1,161,0,Bizum,258.48
50537,2023-06-30,8,70,2524,Bizum,1186.7
50538,2024-04-21,18,200,1575,Efectivo,966.45
50539,2025-01-31,9,120,2124,Efectivo,1915.61
50540,2025-10-13,16,197,0,Bizum,421.3
50541,2025-10-26,9,101,108,Bizum,2609.8
50542,2024-02-08,15,116,2834,Otros,778.54
50543,2024-08-03,13,79,0,Tarjeta,570.98
50544,2023-01-14,8,17,1587,Efectivo,503.88
50545,2023-01-22,13,38,986,Efectivo,1574.55
50546,2024-03-21,1,89,2195,Bizum,849.93
50547,2023-09-14,6,51,0,Efectivo,1048.37
50548,2025-05-29,18,48,1858,Tarjeta,292.0
50549,2023-12-01,16,107,99,Efectivo,1356.32
50550,2023-05-24,11,110,356,Bizum,451.79
50551,2024-01-25,13,56,0,Tarjeta,820.94
50552,2025-12-08,19,175,0,Bizum,13.88
50553,2023-03-24,10,186,2237,Efectivo,297.8
50554,2024-06-18,9,127,2529,Otros,1482.29
50555,2023-06-28,18,8,926,Bizum,530.98
50556,2025-12-20,3,191,1660,Efectivo,617.17
50557,2025-02-23,11,171,0,Efectivo,1785.63
50558,2024-10-21,5,98,283,Tarjeta,947.65
50559,2025-03-03,11,125,2329,Efectivo,259.91
50560,2023-07-15,9,71,0,Efectivo,1260.24
50561,2024-07-08,18,197,0,Efectivo,1266.97
50562,2025-01-22,5,107,0,Otros,1308.04
50563,2023-10-08,1,111,2868,Bizum,481.55
50564,2024-09-08,19,61,174,Efectivo,1331.5
50565,2024-10-11,20,156,2867,Efectivo,154.52
50566,2025-02-04,9,197,74,Otros,1828.96
50567,2024-01-23,18,53,1052,Bizum,1161.22
50568,2023-07-06,18,84,1453,Tarjeta,47.66
50569,2024-11-20,5,121,0,Tarjeta,2067.05
50570,2023-08-31,11,146,1142,Bizum,1699.15
50571,2023-07-03,14,48,2217,Tarjeta,492.42
50572,2023-03-11,17,48,1818,Bizum,2223.82
50573,2023-10-07,2,180,332,Tarjeta,1024.41
50574,2024-11-30,6,121,0,Efectivo,1013.95
50575,2023-11-12,4,19,1221,Tarjeta,633.02
50576,2025-09-02,13,27,2802,Bizum,878.13
50577,2023-05-14,10,92,1864,Tarjeta,109.9
50578,2023-12-01,19,158,565,Otros,1105.56
50579,2024-03-05,13,40,570,Bizum,892.92
50580,2024-10-06,13,40,236,Bizum,689.72
50581,2024-07-17,4,24,2579,Bizum,1685.23
50582,2023-06-16,9,71,1903,Bizum,1039.78
50583,2024-09-13,7,87,1748,Efectivo,226.94
50584,2025-12-18,6,61,1419,Bizum,926.48
50585,2023-12-14,7,180,0,Efectivo,124.8
50586,2023-09-06,4,15,0,Otros,156.72
50587,2023-06-14,4,30,257,Efectivo,854.34
50588,2023-08-07,11,42,0,Bizum,822.83
50589,2025-09-24,2,75,623,Efectivo,1402.69
50590,2025-05-27,20,16,812,Otros,327.46
50591,2024-06-22,2,121,1164,Otros,254.41
50592,2023-06-18,20,148,2022,Tarjeta,733.26
50593,2024-09-14,5,166,607,Bizum,632.43
50594,2023-08-17,6,58,0,Tarjeta,921.7
50595,2024-05-10,15,188,0,Efectivo,956.15
50596,2025-02-03,18,120,0,Efectivo,325.14
50597,2024-04-23,7,52,1742,Efectivo,1667.31
50598,2025-01-17,3,146,1546,Efectivo,1124.62
50599,2025-08-26,5,52,930,Otros,1787.71
50600,2024-11-06,10,35,2614,Tarjeta,1096.7
50601,2023-12-10,8,138,2893,Otros,573.65
50602,2024-02-08,10,123,0,Efectivo,1113.4
50603,2023-07-23,13,81,2179,Tarjeta,1438.51
50604,2024-11-14,2,195,2939,Otros,636.82
50605,2025-04-14,7,146,222,Otros,747.72
50606,2023-08-16,9,146,1873,Bizum,169.65
50607,2023-10-29,4,20,513,Otros,2691.52
50608,2024-07-24,8,165,439,Otros,1531.24
50609,2025-01-14,20,163,221,Otros,2160.09
50610,2025-07-07,13,93,1634,Bizum,1220.6
50611,2025-09-07,8,84,1026,Efectivo,519.17
50612,2024-10-17,2,128,110,Tarjeta,953.2
50613,2025-02-17,10,112,681,Tarjeta,2486.51
50614,2025-05-12,13,60,27,Efectivo,1616.6
50615,2024-08-27,3,1,1430,Efectivo,878.42
50616,2024-03-26,11,129,0,Bizum,2151.07
50617,2023-03-31,13,169,1450,Bizum,1606.58
50618,2023-05-19,16,10,1173,Efectivo,1094.67
50619,2025-10-13,17,17,0,Otros,564.71
50620,2025-08-09,14,56,0,Otros,1326.27
50621,2025-10-08,1,86,2736,Tarjeta,753.42
50622,2024-10-22,7,95,2350,Tarjeta,1655.86
50623,2025-02-19,2,106,2101,Bizum,324.31
50624,2024-07-21,6,175,1078,Otros,576.4
50625,2023-09-16,1,140,0,Tarjeta,1172.33
50626,2023-08-25,14,146,2345,Otros,315.06
50627,2025-06-16,19,22,1515,Otros,873.79
50628,2024-01-15,15,77,1736,Tarjeta,1116.65
50629,2024-08-15,14,2,356,Efectivo,823.23
50630,2023-12-20,16,154,1150,Otros,1801.39
50631,2024-04-21,2,28,1712,Efectivo,103.08
50632,2025-03-17,17,48,983,Otros,1046.28
50633,2025-07-13,2,85,1401,Bizum,2070.47
50634,2023-05-09,19,68,961,Tarjeta,974.31
50635,2023-02-12,2,18,0,Efectivo,609.63
50636,2025-04-03,20,183,1417,Efectivo,1721.15
50637,2025-04-19,11,184,2201,Otros,935.51
50638,2024-07-19,15,185,0,Tarjeta,325.16
50639,2023-10-28,12,78,565,Bizum,592.46
50640,2023-01-16,19,70,0,Efectivo,1536.61
50641,2025-10-20,15,160,1633,Efectivo,133.39
50642,2024-01-02,17,32,2369,Bizum,1245.59
50643,2024-08-30,7,29,1787,Otros,528.14
50644,2025-07-27,4,46,1472,Efectivo,185.34
50645,2024-05-08,14,129,2602,Tarjeta,1561.5
50646,2024-01-29,6,147,1807,Efectivo,1252.43
50647,2024-11-09,12,125,1795,Bizum,1327.05
50648,2023-11-24,6,165,1451,Otros,1305.86
50649,2024-03-12,17,190,0,Otros,32.08
50650,2025-10-04,13,173,2634,Otros,632.03
50651,2024-04-07,9,192,0,Bizum,1403.8
50652,2023-06-03,11,110,2922,Tarjeta,473.21
50653,2024-07-14,17,63,1706,Efectivo,1614.78
50654,2023-09-27,10,79,759,Efectivo,101.84
50655,2023-07-11,9,178,2763,Otros,731.54
50656,2024-08-21,12,8,2848,Efectivo,1181.43
50657,2023-08-22,15,169,44,Tarjeta,937.08
50658,2023-08-23,17,39,1257,Tarjeta,563.05
50659,2024-02-22,6,157,1389,Efectivo,890.24
50660,2023-05-28,17,70,0,Bizum,1509.63
50661,2023-11-26,9,93,0,Tarjeta,561.64
50662,2025-06-18,2,8,2303,Otros,1451.01
50663,2023-02-05,20,154,2926,Otros,1377.84
50664,2024-10-24,20,110,2593,Efectivo,133.3
50665,2025-11-28,20,49,458,Otros,1012.44
50666,2023-07-07,2,75,2332,Otros,1025.9
50667,2024-09-25,6,101,2452,Tarjeta,1623.53
50668,2023-02-02,19,89,2926,Efectivo,1055.57
50669,2025-12-07,16,183,2471,Tarjeta,276.99
50670,2023-09-07,16,124,1514,Otros,1117.74
50671,2025-09-30,6,102,1905,Efectivo,2496.31
50672,2025-08-25,13,104,0,Otros,1026.83
50673,2024-04-09,19,3,0,Bizum,90.23
50674,2023-08-10,6,195,0,Tarjeta,1208.44
50675,2025-12-23,11,160,614,Tarjeta,773.84
50676,2023-05-20,16,89,1946,Tarjeta,235.2
50677,2025-08-01,18,136,0,Bizum,716.31
50678,2024-09-15,17,45,2037,Bizum,1537.45
50679,2025-07-06,16,137,462,Otros,421.85
50680,2024-06-15,3,177,0,Tarjeta,1093.25
50681,2023-06-29,10,115,247,Tarjeta,1022.78
50682,2025-10-18,4,35,0,Bizum,1364.12
50683,2023-11-23,7,29,2800,Otros,55.38
50684,2023-08-03,11,58,0,Efectivo,133.96
50685,2025-07-02,12,134,1154,Bizum,449.53
50686,2024-08-10,11,55,0,Otros,615.27
50687,2025-11-19,19,51,1013,Otros,1276.9
50688,2024-07-21,5,185,27,Efectivo,1603.12
50689,2024-10-21,18,20,0,Efectivo,308.28
50690,2024-02-23,9,95,931,Bizum,1255.3
50691,2024-01-21,4,175,254,Tarjeta,423.7
50692,2023-08-25,19,195,0,Efectivo,1267.45
50693,2023-04-15,11,119,400,Bizum,1692.38
50694,2024-04-03,8,169,229,Tarjeta,381.3
50695,2025-04-02,18,196,2671,Bizum,1604.17
50696,2023-09-16,18,151,768,Efectivo,2203.47
50697,2023-08-16,11,78,1751,Tarjeta,957.69
50698,2025-09-14,9,139,568,Otros,467.03
50699,2024-02-20,20,109,2246,Otros,1346.45
50700,2025-06-16,8,63,1873,Otros,1776.27
50701,2024-11-26,3,89,0,Efectivo,860.7
50702,2024-06-21,7,169,0,Otros,433.11
50703,2025-12-07,17,180,0,Efectivo,1805.6
50704,2025-12-27,8,200,230,Bizum,1610.17
50705,2024-05-11,5,73,32,Efectivo,1588.47
50706,2024-11-11,12,165,943,Otros,532.53
50707,2025-02-24,8,161,0,Tarjeta,953.9
50708,2023-05-31,8,102,0,Tarjeta,83.9
50709,2025-06-08,16,156,39,Bizum,130.64
50710,2024-04-11,7,190,37,Bizum,1028.98
50711,2024-03-26,5,19,0,Otros,1166.08
50712,2025-07-31,20,18,0,Otros,1296.13
50713,2024-03-14,20,162,2650,Bizum,855.96
50714,2025-01-26,2,193,2439,Bizum,761.45
50715,2024-12-03,4,173,1123,Efectivo,1352.82
50716,2024-08-28,13,174,623,Efectivo,130.3
50717,2024-01-23,15,200,2881,Bizum,650.24
50718,2025-09-06,8,172,1002,Efectivo,859.07
50719,2025-07-17,19,118,53,Bizum,817.09
50720,2025-06-09,17,111,1072,Efectivo,1389.73
50721,2023-12-07,11,77,0,Otros,1533.18
50722,2025-08-04,9,98,0,Tarjeta,2803.62
50723,2025-02-22,16,156,0,Efectivo,452.81
50724,2025-06-11,2,150,0,Efectivo,38.7
50725,2023-07-23,1,173,415,Bizum,2288.99
50726,2025-08-09,5,156,1542,Efectivo,905.78
50727,2023-03-10,10,64,408,Tarjeta,51.65
50728,2024-12-31,20,85,2352,Bizum,2002.52
50729,2025-04-08,17,98,1209,Tarjeta,2051.79
50730,2023-09-28,4,152,265,Otros,695.6
50731,2025-08-14,11,62,0,Bizum,130.95
50732,2023-06-20,12,127,299,Bizum,1464.28
50733,2023-12-08,1,195,518,Tarjeta,585.05
50734,2025-04-14,5,94,238,Otros,1278.44
50735,2024-08-23,14,6,1506,Bizum,714.99
50736,2023-10-05,16,67,540,Otros,1576.72
50737,2025-03-18,12,54,2755,Bizum,1269.66
50738,2025-08-11,12,136,0,Tarjeta,1501.3
50739,2023-03-02,20,138,0,Bizum,831.39
50740,2023-07-03,16,50,416,Tarjeta,883.12
50741,2023-06-18,4,81,1750,Otros,948.46
50742,2025-11-11,12,122,270,Bizum,2126.71
50743,2024-04-20,12,11,0,Efectivo,263.73
50744,2024-04-17,19,44,0,Tarjeta,1088.0
50745,2023-03-04,19,97,2224,Efectivo,250.88
50746,2024-09-07,2,69,2748,Bizum,2190.53
50747,2024-04-05,11,188,0,Tarjeta,2080.19
50748,2025-01-23,17,2,453,Efectivo,548.9
50749,2023-03-23,2,157,1765,Otros,583.89
50750,2025-02-13,7,178,1074,Tarjeta,1080.58
50751,2025-08-31,16,179,598,Tarjeta,1458.36
50752,2025-08-26,20,189,0,Tarjeta,1851.71
50753,2023-01-29,10,162,1070,Efectivo,1355.48
50754,2024-03-06,11,122,381,Otros,809.93
50755,2023-01-09,13,6,0,Tarjeta,633.28
50756,2025-11-08,1,191,1814,Efectivo,44.78
50757,2023-06-28,5,198,0,Otros,1848.35
50758,2023-07-15,11,66,1292,Tarjeta,188.29
50759,2025-07-22,8,102,1707,Bizum,639.03
50760,2024-06-05,8,165,2813,Bizum,1736.98
50761,2025-02-07,5,37,549,Bizum,1969.51
50762,2023-01-19,4,116,0,Tarjeta,1130.74
50763,2023-06-22,6,84,819,Otros,824.66
50764,2025-09-28,11,63,2208,Otros,1493.72
50765,2025-11-02,12,70,1025,Otros,1012.02
50766,2025-05-10,4,114,1074,Efectivo,155.79
50767,2025-04-21,16,185,0,Bizum,862.53
50768,2025-06-17,4,54,2835,Bizum,596.78
50769,2025-12-18,10,133,0,Bizum,1073.51
50770,2023-09-06,5,19,392,Otros,66.02
50771,2023-03-11,6,86,1783,Tarjeta,427.67
50772,2023-07-08,5,151,0,Otros,1378.29
50773,2023-04-20,15,7,1577,Bizum,2123.25
50774,2024-08-05,20,182,2771,Bizum,530.52
50775,2023-05-14,4,186,1125,Otros,790.48
50776,2024-02-10,2,128,604,Tarjeta,1882.25
50777,2024-08-21,4,66,0,Tarjeta,23.58
50778,2023-07-01,19,159,4,Tarjeta,1705.51
50779,2025-06-19,19,165,2065,Tarjeta,634.91
50780,2025-03-05,10,111,0,Otros,1607.89
50781,2024-09-25,15,119,2579,Bizum,1116.38
50782,2025-05-01,15,192,2349,Bizum,1712.34
50783,2024-12-10,10,41,532,Bizum,165.32
50784,2025-03-27,3,113,397,Otros,407.02
50785,2025-08-21,20,39,676,Tarjeta,474.5
50786,2025-08-17,7,136,2407,Bizum,1815.81
50787,2024-10-25,14,35,882,Otros,802.68
50788,2024-10-04,6,163,2199,Bizum,561.0
50789,2023-08-03,19,10,1353,Otros,2653.23
50790,2023-01-14,15,12,1919,Tarjeta,1733.26
50791,2025-04-05,19,3,0,Otros,834.08
50792,2023-06-06,10,132,1671,Bizum,908.53
50793,2024-08-21,18,160,684,Tarjeta,1604.32
50794,2024-05-13,6,129,2284,Efectivo,1508.85
50795,2024-04-20,10,6,1391,Tarjeta,1033.61
50796,2023-09-19,4,111,0,Otros,1743.82
50797,2024-06-12,13,59,1098,Efectivo,2229.98
50798,2025-02-02,11,194,1163,Otros,288.77
50799,2025-08-20,4,157,1989,Efectivo,353.34
50800,2025-02-13,19,167,2591,Tarjeta,128.8
50801,2023-08-19,13,124,1214,Bizum,479.87
50802,2023-04-07,14,60,0,Otros,1134.49
50803,2023-02-07,15,14,2041,Otros,164.61
50804,2025-01-04,20,83,298,Efectivo,1010.94
50805,2023-06-14,14,180,1006,Bizum,963.9
50806,2024-03-28,5,146,0,Bizum,254.83
50807,2024-12-29,6,146,2766,Bizum,28.94
50808,2025-05-21,10,184,0,Efectivo,1271.87
50809,2024-10-20,5,121,0,Tarjeta,1746.26
50810,2024-09-11,7,159,2159,Bizum,771.11
50811,2023-07-11,5,90,1598,Efectivo,74.48
50812,2025-12-08,16,177,0,Efectivo,1170.07
50813,2024-10-16,3,21,50,Bizum,25.22
50814,2024-02-19,14,8,0,Otros,178.78
50815,2023-11-17,11,153,2006,Efectivo,508.15
50816,2025-03-08,17,76,0,Tarjeta,608.6
50817,2023-02-05,1,14,0,Otros,701.37
50818,2024-01-22,6,67,2434,Otros,201.78
50819,2025-09-15,11,143,0,Bizum,610.6
50820,2025-03-15,5,121,2939,Otros,1244.44
50821,2025-09-04,13,158,1938,Efectivo,2426.81
50822,2023-04-17,14,10,2883,Bizum,307.9
50823,2025-02-26,6,180,1382,Bizum,711.42
50824,2023-11-01,3,67,2107,Bizum,774.83
50825,2024-07-09,6,186,303,Otros,1066.5
50826,2024-11-10,7,5,2219,Bizum,1106.58
50827,2025-03-05,8,84,830,Efectivo,1323.66
50828,2023-06-14,8,165,1213,Tarjeta,1768.89
50829,2025-08-29,3,163,1903,Otros,1118.74
50830,2025-01-13,13,39,0,Efectivo,1273.04
50831,2024-10-21,1,93,842,Efectivo,107.44
50832,2024-01-16,16,174,0,Bizum,567.82
50833,2023-09-23,1,24,0,Efectivo,1495.61
50834,2023-12-16,5,93,345,Bizum,71.2
50835,2025-04-15,8,77,0,Bizum,2119.17
50836,2025-10-16,10,17,2838,Efectivo,1783.26
50837,2023-09-20,19,166,1313,Tarjeta,522.13
50838,2023-07-01,5,73,2748,Otros,834.0
50839,2025-06-01,10,7,817,Efectivo,504.74
50840,2024-11-06,15,81,2289,Bizum,702.47
50841,2024-12-27,15,12,0,Otros,1603.8
50842,2024-10-02,10,141,536,Tarjeta,529.51
50843,2023-07-08,4,112,619,Tarjeta,13.84
50844,2023-11-09,7,86,1788,Otros,511.0
50845,2025-08-12,20,151,1474,Otros,12.8
50846,2023-11-15,8,166,82,Otros,502.1
50847,2023-05-18,1,143,0,Tarjeta,1394.34
